time_of_day,track_name,artist_name
Afternoon,Положение,dioronabeat
Morning,Är det kärlek du behöver - N!NE EPA Remix,Lasse Stefanz
Morning,Vi går mot ljuset - N!NE Remix,Lasse Stefanz
Morning,Vår sommarnatt - Edit,Stiftelsen
Morning,Hero,Charlotte Perrelli
Morning,Voices,Tusse
Morning,Nån annan nu,Molly Sandén
Afternoon,Toast,Smith & Thell
Afternoon,Vår sommarnatt - Edit,Stiftelsen
Afternoon,Destiny Calling,Melody Club
Afternoon,Better Days,Benjamin Ingrosso
Afternoon,Goliath,Smith & Thell
Afternoon,Blommor där du står,GAMMAL
Afternoon,Nangilima,Smith & Thell
Afternoon,Ghetto Gospel,2Pac
Afternoon,När vi gräver guld i USA,Glenmark Eriksson Strömstedt
Afternoon,(Kom så ska vi) Leva livet,Gyllene Tider
Afternoon,Love To Lose,Sandro Cavazza
Afternoon,Car Keys (Ayla),Alok
Afternoon,YOU DON'T KNOW WHAT YOU'VE GOT,blink-182
Evening,Thank You (Not So Bad),Dimitri Vegas & Like Mike
Evening,i like the way you kiss me,Artemas
Morning,Lite kär,Elisa's
Morning,Låt det svänga,Wahlströms
Morning,Lycka till med nästa kille (Sandy),Flamingokvintetten
Morning,Slå på kaffet,Blender
Morning,Genom Eld & Vatten,Sarek
Morning,No Particular Place to Go,Björn Skifs
Morning,"Nei, så tjukk du har blitt",Ole Ivars
Morning,Ooa hela natten,Attack
Morning,Fröken kärlek,Christina Lindbergs
Morning,Tre små ord,Elisa's
Morning,Guenerina,Paul Paljett
Morning,Kan man gifta sig i jeans?,Lotta Engberg
Morning,Kom och ta mig,Brandsta City Släckers
Morning,Alla flickor,Linda Bengtzing
Morning,Helena och jag,The Pinks
Morning,Sommaren i City,Angel
Morning,Varför vill du inte ha mig?,Larz-Kristerz
Morning,Jajamen,Rolandz
Morning,Du e' det finaste jag vet,Nick Borgen
Morning,Fredagkväll,Streaplers
Morning,Lucky Luke,The Pinks
Morning,Vem e' de' du vill ha,Kikki Bettan Lotta
Morning,Adress Rosenhill,Stefan Borsch
Morning,Om 100 år,Elisa's
Afternoon,Om 100 år,Elisa's
Afternoon,Vårstämning,The Pinks
Afternoon,Mickey,Carola
Afternoon,WHEN WE WERE YOUNG,blink-182
Afternoon,BLINK WAVE,blink-182
Afternoon,BAD NEWS,blink-182
Afternoon,HURT (INTERLUDE),blink-182
Afternoon,FUCK FACE,blink-182
Afternoon,TURPENTINE,blink-182
Afternoon,OTHER SIDE,blink-182
Afternoon,CHILDHOOD,blink-182
Evening,BAD NEWS,blink-182
Evening,HURT (INTERLUDE),blink-182
Evening,FELL IN LOVE,blink-182
Evening,TERRIFIED,blink-182
Evening,ONE MORE TIME,blink-182
Evening,TURN THIS OFF!,blink-182
Evening,WHEN WE WERE YOUNG,blink-182
Evening,Положение,dioronabeat
Morning,Paparazzi,Lady Gaga
Evening,Secrets,OneRepublic
Evening,Breathing,Yellowcard
Evening,someday i'll get it,Alek Olsen
Evening,"Good Luck, Babe!",Chappell Roan
Evening,Valentine,Laufey
Evening,...Ready For It?,Taylor Swift
Evening,Jag vill inte gå hit,Magnus Uggla
Evening,"Hon dansar vidare i livet PT. 2 - Recorded At Spotify Studios, Stockholm",Hov1
Evening,Just A Kid,Timmy Trumpet
Evening,Outro: Tear,BTS
Evening,LOVE ME LOVE ME - JP Ver.,WINNER
Evening,Heroine,SUNMI
Evening,Bulletproof Heart,My Chemical Romance
Evening,Forever,EXO
Evening,I Wanna Go,Britney Spears
Evening,I Lived,OneRepublic
Evening,Bonafide,Karla Blum
Evening,Imagination,Felix Kröcher
Evening,Two Steps from Heaven,I Hate Models
Evening,Vogue,Madonna
Evening,Thunder,Gabry Ponte
Evening,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith
Evening,All Star,Smash Mouth
Evening,Walking in Memphis,Cher
Evening,Narcotic - Radio Edit,Liquido
Evening,Livin' la Vida Loca,Ricky Martin
Evening,Wonderwall - Remastered,Oasis
Evening,Barbie Girl,Aqua
Evening,Strong Enough,Cher
Evening,Mambo No. 5 (a Little Bit of...),Lou Bega
Evening,Go West - 2003 Remaster,Pet Shop Boys
Evening,Tubthumping,Chumbawamba
Evening,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion
Evening,Let's Get Loud,Jennifer Lopez
Evening,Lemon Tree,Fools Garden
Evening,Zombie,The Cranberries
Evening,Bed Of Roses,Bon Jovi
Evening,"Boom, Boom, Boom, Boom!!",Vengaboys
Evening,Never Ever,All Saints
Evening,Genie In a Bottle,Christina Aguilera
Evening,Bailando,Paradisio
Evening,Good Riddance (Time of Your Life),Green Day
Evening,To Be With You,Mr. Big
Evening,They Don't Care About Us,Michael Jackson
Evening,I Love You Always Forever,Donna Lewis
Evening,Joyride,Roxette
Evening,What's Up?,4 Non Blondes
Evening,Losing My Religion,R.E.M.
Evening,Cose della vita,Eros Ramazzotti
Evening,Spice Up Your Life,Spice Girls
Evening,...Baby One More Time,Britney Spears
Evening,Everybody Hurts,R.E.M.
Evening,The Bad Touch,Bloodhound Gang
Evening,"I'll Be There for You - Theme From ""Friends""",The Rembrandts
Evening,Think Twice,Céline Dion
Evening,Like a Virgin,Madonna
Evening,If I Let You Go - Radio Edit,Westlife
Evening,Born to Make You Happy,Britney Spears
Evening,Tearin' up My Heart - Radio Edit,*NSYNC
Evening,The Animal Song,Savage Garden
Evening,All By Myself,Céline Dion
Evening,C'est La Vie,B*Witched
Evening,Bitterblue,Bonnie Tyler
Evening,Always (2021 Master),Erasure
Evening,Più bella cosa,Eros Ramazzotti
Evening,The One,Backstreet Boys
Evening,Do I Have To Say The Words?,Bryan Adams
Evening,Could It Be Magic,Take That
Evening,Love to Hate You - 2009 Remaster,Erasure
Morning,Vogue,Madonna
Morning,You Oughta Know - 2015 Remaster,Alanis Morissette
Morning,Kiss Me,Sixpence None The Richer
Afternoon,I Touch Myself,Divinyls
Afternoon,You Gotta Be,Des'ree
Afternoon,Vogue,Madonna
Afternoon,Sacrifice,Elton John
Afternoon,One More Night - 2016 Remaster,Phil Collins
Afternoon,Eternal Flame,The Bangles
Afternoon,Making Love Out of Nothing at All,Air Supply
Afternoon,We've Got Tonight,Kenny Rogers
Morning,Kill All Your Friends,My Chemical Romance
Morning,The Look,Roxette
Morning,You're the Voice,John Farnham
Morning,Affirmation,Savage Garden
Morning,Does Your Mother Know,ABBA
Morning,That's the Way It Is,Céline Dion
Morning,Walking in Memphis,Cher
Morning,The Best - Edit,Tina Turner
Morning,You Can't Hurry Love - 2016 Remaster,Phil Collins
Morning,The One and Only,Chesney Hawkes
Morning,Walking in Memphis,Marc Cohn
Morning,The Edge Of Glory,Lady Gaga
Morning,Like a Prayer,Madonna
Morning,"Love Is All Around - From ""Four Weddings And A Funeral""",Wet Wet Wet
Morning,Lilla B,Hov1
Afternoon,Jag önskar jag brydde mig mer,Hov1
Afternoon,Mitt decennium,Magnus Uggla
Afternoon,Varje gång jag ser dig,Magnus Uggla
Afternoon,Jungleland,Bruce Springsteen
Afternoon,Stockholm,Orup
Afternoon,Raggarna,Magnus Uggla
Afternoon,Gloria,Laura Branigan
Afternoon,Min bättre hälft,Magnus Uggla
Afternoon,I Have A Dream,ABBA
Afternoon,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer
Afternoon,Utan dig,Magnus Uggla
Afternoon,Stans värsta plåster,Magnus Uggla
Afternoon,Ja just du ska vara gla,Magnus Uggla
Afternoon,Dra dit pepparn växer,Casanovas
Afternoon,En man som han,Lasse Stefanz
Afternoon,Boten Anna,Torgny Melins
Afternoon,Folköl Och Dunkadunka,Svenne Rubins
Afternoon,En Gammal Amazon,Svenne Rubins
Evening,Kom igen Lena,Torgny Melins
Evening,En kväll i Juni,Lasse Berghagen
Evening,Rara söta Anna,Ronny & Ragge
Evening,Jag tror på kärleken,Streaplers
Evening,Tacka vet jag logdans,Lasse Berghagen
Evening,Casanova,Elisa Lindström
Evening,Kom - Häng med på bio,The Pinks
Evening,Pink & Rock'n Roll,The Pinks
Evening,Angelica,Highlights
Evening,Tylö Sun,Gyllene Tider
Evening,Älskade ängel,Lill-Babs
Evening,Ingen annan är som du,Nick Borgen
Evening,Linda,The Pinks
Evening,Kan aldrig få nog,Blender
Evening,Ooa hela natten,Attack
Evening,Känner liv igen,Blender
Afternoon,Känner liv igen,Blender
Afternoon,Raggarkung,Streaplers
Afternoon,Jag är från landet,Sten & Stanley
Afternoon,Fortnight (feat. Post Malone),Taylor Swift
Morning,Hotta brudar,Magnus Uggla
Morning,Too Sweet,Hozier
Morning,Succéshottis,Lotta Engberg
Morning,Tuffa tider (För en drömmare),Gyllene Tider
Morning,En del av mitt hjärta,Tomas Ledin
Morning,TAGGTRÅD,ADAAM
Morning,Overdrive (feat. Norma Jean Martine),Ofenbach
Morning,These Words,Badger
Morning,love me like you do - lofi,Jaden Christy
Morning,"PATT (Party All The Time) - Adam Beyer, Layton Giordani & Green Velvet Remix",Sharam
Morning,You Are The Universe (Part One),Neolux
Morning,Reaktor,Schrotthagen
Morning,Coming Home (feat. John Martin) - Vintage Culture Remix,ARTBAT
Morning,Thank You (Not So Bad),Dimitri Vegas & Like Mike
Afternoon,More Than Friends,INNA
Afternoon,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta
Afternoon,If We Ever Meet Again (Featuring Katy Perry),Timbaland
Afternoon,If You Really Love Me (How Will I Know),David Guetta
Afternoon,Cheap Thrills,Sia
Afternoon,Only Girl (In The World),Rihanna
Afternoon,Redo,Hov1
Afternoon,Hon dansar vidare i livet,Hov1
Afternoon,Räkna dagar,Hov1
Afternoon,Ska vi?,Hov1
Afternoon,Saudade,Hov1
Afternoon,Happy Now,Kygo
Afternoon,"Alone, Pt. II",Alan Walker
Afternoon,OMG What's Happening,Ava Max
Afternoon,Voices In My Head,Skinny Days
Afternoon,En kväll i juni,Lasse Berghagen
Afternoon,Somebody (2024),Gotye
Morning,Reggaetón Lento (Remix),CNCO
Morning,FELL IN LOVE,blink-182
Afternoon,Can You Feel My Heart,Bring Me The Horizon
Morning,Michelangelo (Men så svara då!),Björn Skifs
Evening,E' de' det här du kallar kärlek,Lasse Holm
Evening,Vill ha dig,Freestyle
Evening,Strövtåg i hembygden,Mando Diao
Evening,Hur gör du (How Do You Do It),The Pinks
Evening,En ding ding värld,The Pinks
Evening,Fantasi - Radio Version,Freestyle
Evening,Faller du så faller jag,Patrik Isaksson
Evening,1985 - Single Version,Patrik Isaksson
Evening,Stad i ljus,Tommy Körberg
Afternoon,Evacuate The Dancefloor,Cascada
Afternoon,Bleed It Out,Linkin Park
Afternoon,Prayer Of The Refugee,Rise Against
Afternoon,"You're Gonna Go Far, Kid",The Offspring
Afternoon,What's My Age Again?,blink-182
Evening,"You're Gonna Go Far, Kid",The Offspring
Afternoon,I'll Never Love Again - Film Version,Lady Gaga
Afternoon,FREAKY,Ringnes-Ronny
Afternoon,Mandy,Luc1ano
Afternoon,Never Be Like You,Flume
Afternoon,GÅRDSBÖG,Edvin Törnblom
Afternoon,Hiphopper (feat. Teddybears Sthlm),Thomas Rusiak
Afternoon,You Are The Reason,Calum Scott
Afternoon,Helium,Sia
Afternoon,"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack",Patrick Swayze
Evening,Listen To Your Heart,Roxette
Evening,The Best,Tina Turner
Evening,En annan värld,Stiftelsen
Afternoon,Att älska dig,Shirley Clamp
Afternoon,Lita på mej,The Pinks
Afternoon,Hur svårt kan det va,Linda Bengtzing
Afternoon,Jag blir hellre jagad av vargar,Orup
Afternoon,F**kin' Perfect - Radio Edit,P!nk
Afternoon,Born to Make You Happy,Britney Spears
Afternoon,Illusion,Dua Lipa
Night,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Morning,Light,Annika Wickihalder
Morning,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Afternoon,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Afternoon,Don't Wanna Cry,SEVENTEEN
Afternoon,Red Flavor,Red Velvet
Afternoon,As If It's Your Last,BLACKPINK
Evening,Best Of Me,BTS
Evening,Hated On (Funkatron),Gabry Ponte
Evening,Until the Day I Die,Story Of The Year
Evening,Hand Of Blood,Bullet For My Valentine
Evening,Bad Memories,MEDUZA
Evening,Thank You (Not So Bad) - Extended,Dimitri Vegas & Like Mike
Morning,Sjumilakliv,Martin Stenmarck
Morning,Dancing on My Own,Robyn
Morning,Hey Boy,Teddybears
Morning,Some Die Young,Laleh
Afternoon,Some Die Young,Laleh
Afternoon,Hangover,Taio Cruz
Evening,Shadow World (ASOT 999),Thomas Bronzwaer
Evening,Bolide allemand,SDM
Evening,God Save The Rave,Scooter
Afternoon,Tattoo,Jordin Sparks
Afternoon,The Best,Tina Turner
Afternoon,Counting Stars,OneRepublic
Afternoon,Chandelier,Sia
Afternoon,All Star,Smash Mouth
Afternoon,Troublemaker (feat. Flo Rida),Olly Murs
Afternoon,I Can Do It With a Broken Heart,Taylor Swift
Afternoon,Wake Me Up,Avicii
Afternoon,Somebody That I Used To Know,Gotye
Afternoon,Acapulco,Jason Derulo
Afternoon,We Are Young (feat. Janelle Monáe),fun.
Evening,Helena och jag,The Pinks
Evening,Fyra Bugg & en Coca-Cola,Lotta Engberg
Evening,Ödet var min väg,Nordman
Evening,Baby Doll - Single Version,Top Cats
Evening,Utan dina andetag,Elisa's
Evening,Ding dong,Lasse Berghagen
Evening,Kan man gifta sig i jeans?,Lotta Engberg
Evening,Upp Mot Himmelen,Blender
Evening,Det kommer aldrig va över för mig,Håkan Hellström
Evening,När lyktorna tänds – Spotify Singles,Hov1
Evening,Barn av vår tid,Hov1
Evening,Hur mycket? (pengar vill du ha),Hov1
Evening,Långt bort härifrån,Hov1
Night,Hornstullsstrand,Hov1
Night,Gråzon,Hov1
Night,Gudarna på Västerbron,Hov1
Night,"Hon dansar vidare i livet PT. 2 - Recorded At Spotify Studios, Stockholm",Hov1
Night,Redo,Hov1
Afternoon,När jag ser dig,Hov1
Afternoon,Still - Recorded at Spotify Studios Stockholm,Hov1
Afternoon,Svartsjuk,Hov1
Evening,Dö ung,Hov1
Evening,A State Of Trance (ASOT 999) - Intro,Armin van Buuren
Evening,A State Of Trance (ASOT 999) - Welcome To Episode 999,Armin van Buuren
Evening,"A State Of Trance (ASOT 999) - Coming Up, Pt. 1",Armin van Buuren
Evening,J'ai Envie De Toi (ASOT 999),GAIA
Evening,Skyfire (ASOT 999),Shogun
Evening,Visions (ASOT 999),MaRLo
Morning,What's The Point,Johnossi
Morning,Välkommen,Spotify
Afternoon,Eternal Love,Magnus Carlson
Evening,Eternal Love,Magnus Carlson
Evening,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Morning,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Morning,Eternal Love,Magnus Carlson
Afternoon,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Evening,Om sanningen ska fram (Vill du ligga med mig?) - Clubedit Radio,Eric Amarillo
Evening,Kallsång,Sean Banan
Morning,Bad Memories,MEDUZA
Morning,Varje gång jag ser dig,Fernandoz
Morning,Jag har aldrig blivit kysst,Amanda Berggren
Morning,Livets gång,Vikingarna
Morning,Världens bästa servitris,Lotta & Anders Engbergs Orkester
Morning,Akta dej vad du är min,Grönwalls
Morning,Dansbandsmedley,Scotts
Morning,En timme för sent,Kikki Danielsson
Morning,Huaröd,Lasse Stefanz
Morning,800 grader,Torgny Melins
Morning,Felicita,Lasse Stefanz
Morning,"Blå, blå ögon",Wahlströms
Morning,Rädda pojkar,Kikki Danielsson
Morning,Carina,Larz-Kristerz
Morning,Bo Diddley,Arvingarna
Morning,Ajka Sa Lajka,Curt Haagers
Morning,Leende guldbruna ögon,Vikingarna
Morning,"Ge mig ditt namn, ge mig ditt nummer",Wahlströms
Morning,Vi går mot ljuset,Lasse Stefanz
Morning,När du vaknar är jag hos dig,Elisa's
Morning,Jag ringer på fredag,Sven-Ingvars
Morning,Sommar i Sverige,Sven-Ingvars
Morning,Klia mej på ryggen,Mats Rådberg
Morning,Dé é sommar,Ronny & Ragge
Morning,Det måste gå att dansa till,Larz-Kristerz
Morning,Semester,Arvingarna
Morning,Du ringde från Flen,Grönwalls
Morning,Cheerio,Lasse Stefanz
Morning,Tjejer,Arvingarna
Morning,Skattlösa bergen,Lasse Stefanz
Morning,Zigge Zagge,Joyride
Afternoon,Wicked Game,Marcus & Martinus
Afternoon,Underbar,Fronda
Afternoon,GÅR DET BRA?,Hooja
Afternoon,Turné,Bausa
Afternoon,November Rain,Guns N' Roses
Morning,How to Save a Life,The Fray
Morning,Caught in the Middle,A1
Morning,Don't Start Now,Dua Lipa
Morning,Europapa,Joost
Morning,No Rules!,Windows95Man
Morning,Hypnotize - 2014 Remaster,The Notorious B.I.G.
Morning,In My Mind,Dynoro
Morning,L'amour Toujours (Small Mix),Gigi D'Agostino
Morning,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer
Morning,True Colors,Anna Kendrick
Morning,I'll Never Love Again - Film Version,Lady Gaga
Morning,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J
Morning,Good Morning (feat. YOU),Timmy Trumpet
Morning,Closer,The Chainsmokers
Morning,The Race,Timmy Trumpet
Morning,Snake Pit,Timmy Trumpet
Morning,Classical Music,Timmy Trumpet
Morning,Come On Eileen,Dexys Midnight Runners
Morning,Love My Life,Robbie Williams
Morning,I Want It That Way,Backstreet Boys
Morning,Kokomo,The Beach Boys
Morning,Up & Down,Timmy Trumpet
Morning,That Don't Impress Me Much - International Mix,Shania Twain
Morning,Stronger (What Doesn't Kill You),Kelly Clarkson
Morning,Doctor Jones,Aqua
Morning,Still the one,Björn Gustafsson
Morning,Helluva life,Hov1
Morning,Better Days,Benjamin Ingrosso
Morning,A Bar Song (Tipsy),Shaboozey
Morning,KAN JAG FRÅGA DIG?,Jireel
Morning,Behind Blue Eyes,Limp Bizkit
Morning,Last One Standing,Simple Plan
Morning,The Hell Song,Sum 41
Morning,Snow (Hey Oh),Red Hot Chili Peppers
Morning,Jet Lag (feat. Natasha Bedingfield),Simple Plan
Morning,Throne,Bring Me The Horizon
Morning,Sex on Fire,Kings of Leon
Morning,Summer Paradise (feat. Sean Paul) - Single Version,Simple Plan
Morning,In the End,Linkin Park
Morning,Million Pictures of You,Simple Plan
Morning,Æ vil bare dans,Sirkus Eliassen
Morning,Den finast eg veit,Hellbillies
Morning,Tsjeriåu Me De Månråus,DJ Løv
Morning,Jenter,Di Derre
Morning,Møkkamann,Plumbo
Morning,Titanium (feat. Sia),David Guetta
Morning,Solo (feat. Demi Lovato),Clean Bandit
Morning,We Found Love,Rihanna
Morning,Levitating (feat. DaBaby),Dua Lipa
Morning,Under ytan,Uno Svenningsson
Morning,Cotton Eye Joe,Rednex
Morning,4 sekunder,Magnus Uggla
Afternoon,Runnin' Wild,Airbourne
Afternoon,Through The Fire And Flames,DragonForce
Afternoon,Undead,Hollywood Undead
Afternoon,Scotty Doesn't Know,Lustra
Afternoon,Saturn,Sleeping At Last
Afternoon,Holy Diver,Killswitch Engage
Afternoon,"Welcome Home, Son",Radical Face
Afternoon,Dirty Little Secret,The All-American Rejects
Afternoon,Jealous,Labrinth
Afternoon,a thousand years,Christina Perri
Afternoon,Europapa,Joost
Evening,November Rain,Guns N' Roses
Morning,Tarantella,Gabry Ponte
Morning,Monster,LUM!X
Morning,Release Me,Agnes
Morning,Engel,Admiral P
Morning,Bare min,Morgan Sulele
Morning,Tore Tang,Mods
Morning,Sangen Du Hater,Katastrofe
Morning,One Night Stand,Vidar Villa
Morning,Still Young,Charlotte Perrelli
Morning,The Silence,Frida Green
Morning,Beat Of Broken Hearts,Klara Hammarström
Morning,Hela livet var ett disco,Lili & Susie
Morning,90-talet,WAHL
Morning,Rim Tim Tagi Dim,Baby Lasagna
Afternoon,Pedro,Jaxomy
Afternoon,These Words,Badger
Afternoon,The Code,Nemo
Afternoon,Rim Tim Tagi Dim,Baby Lasagna
Afternoon,Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine
Afternoon,Teresa & Maria,alyona alyona
Afternoon,Man On The Moon,Alan Walker
Afternoon,La Cienega Just Smiled,Ryan Adams
Afternoon,Flying Without Wings,Westlife
Afternoon,Quit Playing Games (With My Heart),Backstreet Boys
Afternoon,Bye Bye Bye,*NSYNC
Afternoon,It's Gonna Be Me,*NSYNC
Afternoon,Everybody Get Up - Radio Edit,Five
Afternoon,No Matter What,Boyzone
Afternoon,What Makes You Beautiful,One Direction
Afternoon,Sorry Seems To Be The Hardest Word,Blue
Afternoon,U Make Me Wanna,Blue
Afternoon,Patience,Take That
Evening,Det stora röda huset,Benjamin Ingrosso
Evening,A Little Braver,New Empire
Evening,Mon amour,Slimane
Evening,Hurricane,Eden Golan
Evening,Better Days,Benjamin Ingrosso
Evening,Kite,Benjamin Ingrosso
Evening,No Rules!,Windows95Man
Evening,(nendest) narkootikumidest ei tea me (küll) midagi,5MIINUST
Evening,Teresa & Maria,alyona alyona
Evening,Doomsday Blue,Bambie Thug
Evening,The Code,Nemo
Morning,The Code,Nemo
Morning,Teresa & Maria,alyona alyona
Morning,Mon amour,Slimane
Morning,Doomsday Blue,Bambie Thug
Morning,Hurricane,Eden Golan
Morning,Jako,Ladaniva
Morning,la noia,Angelina Mango
Afternoon,Mon amour,Slimane
Afternoon,Hurricane,Eden Golan
Evening,la noia,Angelina Mango
Evening,The Edge Of Glory,Lady Gaga
Evening,Slow It Down,Benson Boone
Morning,Show Me the Meaning of Being Lonely,Backstreet Boys
Night,Kom och rulla i mitt rullande hus,Lasse Stefanz
Night,Hurricane,Eden Golan
Afternoon,The Sharpest Lives,My Chemical Romance
Afternoon,Arthur's Theme (Best That You Can Do),Christopher Cross
Afternoon,If You Don't Know Me by Now - 2008 Remaster,Simply Red
Afternoon,Heaven Is A Place On Earth,Belinda Carlisle
Afternoon,Keep on Loving You,REO Speedwagon
Afternoon,My Own Worst Enemy,Lit
Afternoon,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance
Morning,My Own Worst Enemy,Lit
Morning,ANTHEM PART 3,blink-182
Morning,TERRIFIED,blink-182
Morning,ONE MORE TIME,blink-182
Evening,La Cienega Just Smiled,Ryan Adams
Evening,Fool Again,Westlife
Afternoon,Lost in Your Eyes,Debbie Gibson
Afternoon,Alone,Heart
Afternoon,Open Arms (2022 Remaster),Journey
Afternoon,Only You,Yazoo
Afternoon,I Can Dream About You,Dan Hartman
Afternoon,You Can't Hurry Love - 2016 Remaster,Phil Collins
Evening,In Your Eyes - Remastered,Peter Gabriel
Evening,How Am I Supposed to Live Without You,Michael Bolton
Evening,Feel This Moment (feat. Christina Aguilera),Pitbull
Evening,Fireball (feat. John Ryan),Pitbull
Evening,International Love (feat. Chris Brown),Pitbull
Evening,Guantanamera (She's Hot),Pitbull
Evening,I Know You Want Me (Calle Ocho),Pitbull
Night,"Hva' Gør Vi Nu, Lille Du?",Gasolin'
Night,Rim Tim Tagi Dim,Baby Lasagna
Morning,Att älska dig,Shirley Clamp
Morning,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez
Afternoon,Herz an Herz,Blümchen
Afternoon,Nobody Said It Was Easy [Mix Cut] - Original Mix,Evil Activities
Afternoon,Waiting,Green Day
Afternoon,Feeling This,blink-182
Afternoon,Behöver inte dig idag,Danzbanderz
Afternoon,We Sink,CHVRCHES
Afternoon,Dear God,Avenged Sevenfold
Evening,YOU DON'T KNOW WHAT YOU'VE GOT,blink-182
Evening,BLINK WAVE,blink-182
Evening,FUCK FACE,blink-182
Evening,TURPENTINE,blink-182
Evening,OTHER SIDE,blink-182
Evening,CHILDHOOD,blink-182
Evening,ANTHEM PART 3,blink-182
Evening,I love u so much,Hov1
Evening,Tokken,Hov1
Evening,Through The Fire And Flames,DragonForce
Evening,RUN!,Nomy
Evening,Kite - Majestic Remix,Benjamin Ingrosso
Evening,In My Bones,Lost Frequencies
Evening,Asteroid,Lov1
Evening,Sommar och sol,Markoolio
Evening,KOMMER DU IHÅG?,Hooja
Evening,i like the way you kiss me - southstar remix,Artemas
Evening,Shiver,John Summit
Evening,Lullaby,BENNETT
Evening,Det måste gå att dansa till,Larz-Kristerz
Evening,Folköl Och Dunkadunka,Svenne Rubins
Evening,No More No More,Aerosmith
Evening,Ain't That A Bitch,Aerosmith
Evening,Big Ten Inch Record,Aerosmith
Evening,Mama Kin,Aerosmith
Evening,In These Arms,Bon Jovi
Evening,One,U2
Evening,Call Me Maybe,Carly Rae Jepsen
Evening,Angel,Sarah McLachlan
Evening,Just As You Are (ASOT 867),Armin van Buuren
Morning,Be mig,Nordman
Morning,High On Love,Armin van Buuren
Morning,Happy That You Found Me,Danny Saucedo
Morning,Murder On The Dancefloor - David Guetta Remix,Sophie Ellis-Bextor
Morning,Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine
Morning,Lilla Barn,Sarek
Morning,J'ai Envie De Toi (ASOT 999),GAIA
Morning,Baby I'm Bad,Rain Radio
Morning,MAGIC (feat. babyidontlikeyou),Gryffin
Morning,I Won't Shake (La La Gunilla),Gunilla Persson
Morning,Kryptonite,3 Doors Down
Morning,Fortnight (feat. Post Malone) - BLOND:ISH Remix,Taylor Swift
Morning,Kids,OneRepublic
Morning,What I've Done,Linkin Park
Morning,My City,Blue
Morning,She's Out Of Her Mind,blink-182
Morning,Portrait - Hopeful Child Remix - Edit [from Audible Words + Music],Mariah Carey
Morning,Canelloni Macaroni,Lasse Holm
Morning,Från och med Du,Oskar Linnros
Morning,Save Tonight,Eagle-Eye Cherry
Morning,BESTIALE,Eiffel 65
Morning,När vindarna viskar mitt namn,Roger Pontare
Morning,Moonlight,Darin
Morning,För kärlekens skull,Ted Gärdestad
Morning,Communication,Armin van Buuren
Morning,Born To Die - BLK RSE Mix,KAAZE
Morning,After Hours,Kehlani
Morning,Vi,Barbados
Morning,BIRDS OF A FEATHER,Billie Eilish
Morning,Pojkarna i poolen,Barbados
Morning,Stumblin' In,CYRIL
Morning,The Door,Teddy Swims
Morning,The Lions Sleeps Tonight (Wimoweh),Barbados
Morning,Resurrection - Axwell's Recut Radio Version,Michael Calfan
Morning,Cold,Jessie Murph
Morning,Oh Carol,Barbados
Morning,I'll Be Missing You,Diddy
Morning,Changes,2Pac
Morning,Love The Way You Lie,Eminem
Morning,The Next Episode,Dr. Dre
Morning,P.I.M.P.,50 Cent
Morning,Red Lights,Tiësto
Morning,I Took A Pill In Ibiza - Seeb Remix,Mike Posner
Morning,Blurred Lines,Robin Thicke
Morning,I Want You,Tiësto
Morning,I Gotta Feeling,Black Eyed Peas
Morning,Apologize,Timbaland
Morning,Vill ha dig,Freestyle
Morning,Tusen bitar,Björn Afzelius
Morning,Då står pojkarna på rad,Orup
Morning,Dynamite,Taio Cruz
Morning,Meet Her - Tiësto vs. Da Hool,Tiësto
Afternoon,Lay Low,Tiësto
Afternoon,Kids,OneRepublic
Afternoon,She's Out Of Her Mind,blink-182
Afternoon,Portrait - Hopeful Child Remix - Edit [from Audible Words + Music],Mariah Carey
Afternoon,I'll Be Missing You,Diddy
Afternoon,Canelloni Macaroni,Lasse Holm
Afternoon,The Door,Teddy Swims
Afternoon,Red Lights,Tiësto
Afternoon,I Want You,Tiësto
Afternoon,Apologize,Timbaland
Afternoon,Murder On The Dancefloor - David Guetta Remix,Sophie Ellis-Bextor
Afternoon,Öppna din dörr,Tommy Nilsson
Afternoon,Baby I'm Bad,Rain Radio
Afternoon,High On Love,Armin van Buuren
Afternoon,Find Yourself (ASOT 999) - Cosmic Gate Remix,John O'Callaghan
