time_of_day,track_name,artist_name,bpm
Night,Ocean Avenue,Yellowcard,Medium
Night,Boulevard of Broken Dreams,Green Day,Low
Night,Hips Don't Lie (feat. Wyclef Jean),Shakira,Medium
Night,Despacito,Luis Fonsi,High
Night,Blinding Lights,The Weeknd,High
Night,Yellow,Coldplay,Medium
Evening,Someone New,Eskobar,Medium
Afternoon,Cruel Summer,Taylor Swift,Medium
Afternoon,Always,blink-182,Low
Afternoon,Imaginary,Brennan Heart,High
Afternoon,Exorcist,Octatonez,High
Afternoon,Never Let Go,descent,Medium
Afternoon,Transcendence,Neolux,Medium
Afternoon,Damage,Vini Vici,High
Afternoon,Rising Up,Brennan Heart,Low
Afternoon,Surrender,D-Charged,Medium
Afternoon,Frozen,Madonna,Medium
Afternoon,Blue Flame,Soman,Medium
Afternoon,Apollo - Electro Mix,Astronaut,Medium
Afternoon,Collide,BLVCK CROWZ,Medium
Afternoon,Uprising,Uppermost,Medium
Afternoon,Halo,Vakhtang,Medium
Afternoon,Infinity,Neolux,Low
Morning,Always,blink-182,Low
Evening,Always,blink-182,Low
Evening,Stockholm Syndrome,blink-182,Medium
Evening,The Rock Show,blink-182,Medium
Evening,Wishing Well,blink-182,Low
Evening,Limitless,D-Sturb,High
Evening,Blackout,Kronos,High
Evening,Shine,PENTAGON,High
Evening,PLAYING WITH FIRE,BLACKPINK,Medium
Evening,Creation of Earth,Thomas Bergersen,High
Evening,FRIENDS,Marshmello,Medium
Evening,Where Have You Been,Rihanna,Medium
Evening,"Whenever, Wherever",Shakira,Medium
Evening,Anti-Hero,Taylor Swift,Medium
Evening,Every Breath You Take,The Police,Medium
Evening,Drive - 2017 Remaster,The Cars,Low
Evening,Wind Of Change,Scorpions,Medium
Evening,Basket Case,Green Day,Medium
Evening,Mr. Brightside,The Killers,Medium
Evening,An Angel's Love,Alex M.O.R.P.H.,Low
Evening,Show Me the Meaning of Being Lonely,Backstreet Boys,High
Evening,Iris,The Goo Goo Dolls,Medium
Evening,We Found Love,Rihanna,High
Evening,Ghost,Justin Bieber,High
Evening,As It Was,Harry Styles,High
Evening,Bones,Imagine Dragons,Low
Evening,Fast Car,Jonas Blue,Medium
Evening,In the Name of Love,Martin Garrix,Medium
Evening,Solo Dance,Martin Jensen,Medium
Evening,No Promises (feat. Demi Lovato),Cheat Codes,Medium
Evening,Exorcist,Octatonez,High
Evening,Welcome to the Black Parade,My Chemical Romance,Low
Evening,Blame It on Me,George Ezra,Medium
Evening,Dancing on My Own,Robyn,Medium
Evening,Royals,Lorde,High
Evening,The River,Good Charlotte,Medium
Evening,Dynamite,Taio Cruz,Medium
Evening,That's My Girl,Fifth Harmony,Low
Evening,Power (feat. Stormzy),Little Mix,High
Evening,Om,Niklas Strömstedt,High
Evening,Ex's & Oh's,Elle King,Medium
Evening,99 Luftballons,Nena,Medium
Evening,Timber,Pitbull,Medium
Evening,Picture Of You,Boyzone,Medium
Evening,My Life Would Suck Without You,Kelly Clarkson,High
Evening,Hips Don't Lie (feat. Wyclef Jean),Shakira,Medium
Evening,Superheroes,The Script,Medium
Evening,Yellow,Coldplay,Medium
Evening,Despacito,Luis Fonsi,High
Evening,Blinding Lights,The Weeknd,High
Evening,Wannabe,Spice Girls,High
Evening,Affirmation,Savage Garden,Medium
Night,Counting Stars,OneRepublic,High
Night,Believe,Cher,Low
Night,Gloria,Laura Branigan,Medium
Night,100,Ana Diaz,High
Night,The Kill,Thirty Seconds To Mars,High
Night,Helena,My Chemical Romance,Medium
Night,Wide Awake,Katy Perry,Medium
Night,Exorcist,Octatonez,High
Night,Transcendence,Neolux,Medium
Night,Damage,Vini Vici,High
Night,Rising Up,Brennan Heart,Low
Night,Surrender,D-Charged,Medium
Night,Frozen,Madonna,Medium
Night,Blue Flame,Soman,Medium
Night,Apollo - Electro Mix,Astronaut,Medium
Night,Collide,BLVCK CROWZ,Medium
Night,All By Myself,Céline Dion,Medium
Morning,100,Ana Diaz,High
Morning,I Miss You,blink-182,High
Morning,The Kill,Thirty Seconds To Mars,High
Morning,Helena,My Chemical Romance,Medium
Morning,Wide Awake,Katy Perry,Medium
Morning,Break Your Heart,Taio Cruz,Medium
Morning,Kickstart My Heart,Mötley Crüe,High
Morning,Wake Me Up,Avicii,Low
Morning,Crazy Train,Ozzy Osbourne,Medium
Morning,Burn,Ellie Goulding,Medium
Morning,Wagon Wheel,Darius Rucker,Medium
Afternoon,Glorious,Andreas Johnson,High
Afternoon,Live Forever,Magnus Carlsson,Medium
Afternoon,Fat Lip,Sum 41,Low
Afternoon,Face Down,The Red Jumpsuit Apparatus,High
Afternoon,Give Me Novacaine / She's a Rebel,Green Day,High
Afternoon,When You're Gone,Avril Lavigne,Low
Afternoon,Keep Holding On,Avril Lavigne,High
Afternoon,Wish You Were Here,Avril Lavigne,High
Afternoon,Smile,Avril Lavigne,High
Afternoon,Hot,Avril Lavigne,Medium
Afternoon,Watermelon Sugar,Harry Styles,Medium
Afternoon,Here With Me,Marshmello,Medium
Afternoon,Eyes Closed,Ed Sheeran,Medium
Afternoon,Flowers,Miley Cyrus,High
Afternoon,World Renowned,D-Block & S-te-Fan,High
Afternoon,Ghost Stories,D-Block & S-te-Fan,High
Afternoon,Fired Up,D-Block & S-te-Fan,High
Afternoon,What's Love Got to Do with It,Kygo,Medium
Afternoon,Shape of You,Ed Sheeran,Medium
Afternoon,Cardio,Timmy Trumpet,Medium
Evening,Cardio,Timmy Trumpet,Medium
Evening,Fire And Ice,MYST,High
Evening,Runaway,Armin van Buuren,High
Evening,Coming Down,Withard,Medium
Evening,Infinity,Neolux,Low
Evening,Here To Stay,Coone,Medium
Evening,Inside My Head,Ghost Stories,Medium
Evening,Awaken,KELTEK,Low
Evening,Feel Inside,D-Block & S-te-Fan,High
Evening,Time Machine,Sub Zero Project,Medium
Evening,Fuck You,CeeLo Green,Low
Evening,Pictures Of You,The Last Goodnight,High
Evening,You're the Voice,John Farnham,High
Evening,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Medium
Evening,The Sign,Ace of Base,Medium
Evening,Take Two,BTS,Medium
Evening,The Astronaut,Jin,Medium
Evening,New Rules,Dua Lipa,Medium
Evening,Forget Me,Lewis Capaldi,Medium
Evening,Superman (It's Not Easy),Five For Fighting,Medium
Evening,Radio,Lana Del Rey,Medium
Evening,Chemical,Post Malone,High
Evening,I Wanna Be Yours,Arctic Monkeys,Medium
Evening,Paint The Town Red,Doja Cat,High
Evening,Last Night,Morgan Wallen,Low
Evening,Guld och gröna skogar,Hasse Andersson,Medium
Evening,Fake Love,Drake,Low
Evening,Scared to Be Lonely,Martin Garrix,Medium
Evening,BANG BANG BANG,BIGBANG,Medium
Evening,This Town,Niall Horan,Low
Evening,Somebody To You,The Vamps,Medium
Night,Waiting,Green Day,Low
Night,Air,Marcus & Martinus,High
Night,Just Give Me a Reason (feat. Nate Ruess),P!nk,Medium
Night,Genie In a Bottle,Christina Aguilera,Low
Night,Shallow,Lady Gaga,High
Night,One Last Time,Ariana Grande,Medium
Night,99 Luftballons,Nena,Medium
Night,Home,Edward Sharpe & The Magnetic Zeros,High
Night,Wings,Birdy,Medium
Night,Raise Your Glass,P!nk,Medium
Night,I'm Like A Bird,Nelly Furtado,Low
Night,Bones,Imagine Dragons,Low
Night,Way Of Life,Brennan Heart,High
Night,Everything We Are,Brennan Heart,Medium
Afternoon,I Don't Love You,My Chemical Romance,Medium
Afternoon,Higher Love,Kygo,Low
Afternoon,Mr. Brightside,The Killers,Medium
Afternoon,Dancing Queen,ABBA,Medium
Afternoon,Everlong,Foo Fighters,Medium
Afternoon,Those Eyes,New West,Medium
Afternoon,Rush,Troye Sivan,Low
Afternoon,Daylight,David Kushner,High
Afternoon,Losing Grip,Avril Lavigne,Medium
Afternoon,Nobody's Home,Avril Lavigne,Low
Afternoon,I Miss You,blink-182,High
Afternoon,Ocean Avenue,Yellowcard,Medium
Afternoon,Wide Awake,Katy Perry,Medium
Afternoon,Scott Pilgrim,Plumtree,Medium
Afternoon,Confidence,Ocean Alley,Low
Afternoon,Someone New,Eskobar,Medium
Afternoon,The Light Behind Your Eyes,My Chemical Romance,Low
Afternoon,Smile,Benjamin Ingrosso,High
Afternoon,Saving Light,Gareth Emery,Medium
Afternoon,Ego,Emil Assergård,Medium
Afternoon,Ready or Not,Fugees,High
Afternoon,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,Medium
Afternoon,"Hey, Soul Sister",Train,Medium
Afternoon,Story of My Life,One Direction,Medium
Afternoon,All I Want,Kodaline,Medium
Afternoon,First Date,blink-182,Medium
Afternoon,Someday,OneRepublic,Medium
Afternoon,Can't Be Saved,Senses Fail,High
Evening,Water,Tyla,Medium
Evening,Strangers,Kenya Grace,High
Evening,2U (feat. Justin Bieber),David Guetta,High
Evening,Say It,Flume,Low
Evening,Beautiful Soul,Jesse McCartney,Low
Evening,One Thing,One Direction,Medium
Evening,Painkiller,Ruel,Medium
Evening,Friday I'm In Love,The Cure,Medium
Evening,Bite Me,ENHYPEN,Medium
Evening,Ambitionz Az A Ridah,2Pac,Low
Evening,All Eyez On Me (ft. Big Syke),2Pac,Medium
Evening,Changes,2Pac,Medium
Evening,Snooze,SZA,Medium
Night,Snooze,SZA,Medium
Night,Bored to Death,blink-182,Medium
Night,Basket Case,Green Day,Medium
Night,Affirmation,Savage Garden,Medium
Night,Show Me the Meaning of Being Lonely,Backstreet Boys,High
Night,Darkside,blink-182,Medium
Night,Capsize,FRENSHIP,High
Night,Starboy,The Weeknd,Medium
Night,Imaginary,Brennan Heart,High
Night,Please Don't Go,Joel Adams,Medium
Morning,Cryin',Aerosmith,Medium
Morning,Under the Bridge,Red Hot Chili Peppers,Low
Morning,All I Wanna Do,Sheryl Crow,Medium
Morning,Slide,The Goo Goo Dolls,Low
Morning,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,Medium
Morning,Spending My Time,Roxette,High
Afternoon,You're Still The One,Shania Twain,High
Afternoon,Breakfast At Tiffany's,Deep Blue Something,Medium
Afternoon,Knockin' On Heaven's Door,Guns N' Roses,Medium
Afternoon,Adam's Song,blink-182,Medium
Afternoon,Physical,Dua Lipa,Medium
Afternoon,Forget Me,Lewis Capaldi,Medium
Afternoon,Vindicated,Dashboard Confessional,Medium
Afternoon,Listen To Your Heart,Roxette,Medium
Afternoon,The Elite,Coone,Medium
Evening,Never Let Go,descent,Medium
Evening,Transcendence,Neolux,Medium
Evening,Damage,Vini Vici,High
Evening,Rising Up,Brennan Heart,Low
Evening,Surrender,D-Charged,Medium
Evening,Frozen,Madonna,Medium
Evening,Blue Flame,Soman,Medium
Evening,Apollo - Electro Mix,Astronaut,Medium
Evening,Collide,BLVCK CROWZ,Medium
Evening,Uprising,Uppermost,Medium
Evening,Halo,Vakhtang,Medium
Evening,Nobody Knows,Darin,Medium
Evening,Africa,TOTO,Medium
Evening,Here I Go Again,E-Type,Medium
Evening,True Believer,E-Type,Medium
Evening,Russian Lullaby,E-Type,Medium
Evening,I Just Wanna Be With You,E-Type,Medium
Evening,The Tide,E-Type,Medium
Night,Heroes,Måns Zelmerlöw,Medium
Night,Cynical,blink-182,Medium
Night,Always,Gavin James,Low
Night,To Whom It May Concern,Ghostemane,High
Night,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,Medium
Night,The Power of Love,Jennifer Rush,Medium
Night,Woman in Love,Barbra Streisand,Medium
Night,Waiting for a Girl like You,Foreigner,High
Night,Heaven,Bryan Adams,High
Afternoon,Heaven,Bryan Adams,High
Afternoon,The One You Love,Glenn Frey,Medium
Afternoon,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",Eric Carmen,Medium
Afternoon,With Or Without You,U2,Medium
Afternoon,A Groovy Kind of Love,Phil Collins,Low
Afternoon,I Want to Know What Love Is - 1999 Remaster,Foreigner,Low
Afternoon,How Am I Supposed to Live Without You,Michael Bolton,High
Afternoon,Casablanca,Bertie Higgins,High
Afternoon,Every Woman In The World - Digitally Remastered 1999,Air Supply,Low
Afternoon,Sexy Girl,Glenn Frey,Medium
Afternoon,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,Medium
Afternoon,Wind Beneath My Wings,Bette Midler,Medium
Afternoon,Straight From The Heart,Bryan Adams,Low
Afternoon,Nothing's Gonna Stop Us Now,Starship,Medium
Afternoon,"Say You, Say Me",Lionel Richie,Medium
Afternoon,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Medium
Afternoon,Bette Davis Eyes,Kim Carnes,Medium
Afternoon,Total Eclipse of the Heart,Bonnie Tyler,Medium
Afternoon,Drive - 2017 Remaster,The Cars,Low
Afternoon,Every Breath You Take,The Police,Medium
Afternoon,I'll Be Over You,TOTO,Low
Afternoon,Lover's Moon,Glenn Frey,Medium
Afternoon,Faithfully,Journey,Medium
Evening,Keep on Loving You,REO Speedwagon,High
Evening,Your Love,The Outfield,Medium
Evening,Can't Fight This Feeling,REO Speedwagon,Medium
Evening,Never Tear Us Apart,INXS,Medium
Evening,Every Time You Go Away - Radio Edit,Paul Young,High
Evening,Time After Time,Cyndi Lauper,Medium
Evening,Glorious,Andreas Johnson,High
Evening,Saudade,Hov1,Low
Evening,Profil,De Vet Du,Medium
Evening,Dance You Off,Benjamin Ingrosso,Medium
Evening,Face Down,The Red Jumpsuit Apparatus,High
Evening,Scars,Papa Roach,High
Evening,Given Up,Linkin Park,Low
Evening,Losing Grip,Avril Lavigne,Medium
Evening,F.U.,Avril Lavigne,Medium
Evening,Capsize,FRENSHIP,High
Evening,"Hey, Soul Sister",Train,Medium
Evening,Complicated,Avril Lavigne,Low
Evening,Stronger (What Doesn't Kill You),Kelly Clarkson,Medium
Evening,Try,P!nk,High
Evening,Woke Up in Love,Kygo,Low
Evening,Lay Low,Tiësto,High
Evening,Victoria's Secret,Jax,High
Evening,One in a Million,Bebe Rexha,High
Evening,The Call,Backstreet Boys,High
Evening,Higher Love,Kygo,Low
Evening,Euphoria - Single Version,Loreen,Medium
Evening,Ocean Avenue,Yellowcard,Medium
Evening,Hands Down,Dashboard Confessional,Medium
Evening,Weightless,All Time Low,Medium
Evening,Our House,Madness,High
Evening,Jessie's Girl,Rick Springfield,Medium
Evening,Don't Dream It's Over,Crowded House,High
Evening,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,High
Evening,Donald Trump,Mac Miller,Medium
Evening,Gangsta's Paradise,Coolio,Low
Evening,Catch the Moon,Stefan Andersson,Low
Afternoon,Välkommen hem,E.M.D.,Medium
Afternoon,Jingle Bell Rock,Bobby Helms,Medium
Afternoon,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,High
Afternoon,Feliz Navidad,José Feliciano,High
Afternoon,Santa Tell Me,Ariana Grande,Medium
Afternoon,Driving Home for Christmas,Chris Rea,Medium
Afternoon,It's the Most Wonderful Time of the Year,Andy Williams,Medium
Evening,All I Want for Christmas Is You,Mariah Carey,Low
Evening,Rockin' Around The Christmas Tree,Brenda Lee,High
Evening,It's Beginning to Look a Lot like Christmas,Michael Bublé,Medium
Evening,Snowman,Sia,Low
Evening,Välkommen hem,E.M.D.,Medium
Evening,Jingle Bell Rock,Bobby Helms,Medium
Evening,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,High
Evening,Feliz Navidad,José Feliciano,High
Evening,Santa Tell Me,Ariana Grande,Medium
Evening,Driving Home for Christmas,Chris Rea,Medium
Night,It's the Most Wonderful Time of the Year,Andy Williams,Medium
Night,Mistletoe,Justin Bieber,Medium
Night,Christmas (Baby Please Come Home),Michael Bublé,Medium
Night,Fairytale of New York (feat. Kirsty MacColl) - Edit,The Pogues,Medium
Night,Merry Christmas,Ed Sheeran,High
Night,O helga natt,Tommy Körberg,Low
Night,Have Yourself A Merry Little Christmas,Sam Smith,Medium
Night,Christmas (Baby Please Come Home) (feat. Bryan Adams),Robbie Williams,Medium
Night,Dear Santa,OneRepublic,High
Night,Merry Christmas Everyone,Anna Bergendahl,High
Night,Last Christmas,James TW,High
Night,O helga natt,Carola,Low
Evening,Special,Charlotte Sands,Medium
Evening,Happy Together,Simple Plan,Medium
Evening,Misery Business,mgk,High
Night,Misery Business,mgk,High
Night,All I Want for Christmas Is You,Mariah Carey,Low
Morning,The Great Escape,BOYS LIKE GIRLS,Medium
Afternoon,O helga natt,Tommy Körberg,Low
Afternoon,What Christmas Means to Me (feat. Stevie Wonder),John Legend,High
Afternoon,Silent Night,Zara Larsson,Low
Afternoon,Auld Lang Syne,Susan Boyle,Medium
Afternoon,Christmas (Baby Please Come Home) (feat. Bryan Adams),Robbie Williams,Medium
Afternoon,Merry Christmas,Ed Sheeran,High
Afternoon,Merry Xmas Everybody (feat. Jamie Cullum),Robbie Williams,Medium
Afternoon,Winter Wonderland,Tony Bennett,Medium
Afternoon,Have Yourself a Merry Little Christmas,Albin Lee Meldau,Medium
Afternoon,Christmas (Baby Please Come Home),Michael Bublé,Medium
Afternoon,This Time Of Year,Ellen Krauss,Medium
Afternoon,Have Yourself a Merry Little Christmas,Judy Garland,Medium
Afternoon,"Mary, Did You Know?",Zara Larsson,Medium
Afternoon,White Christmas,Kadiatou,Medium
Evening,Last Christmas,James TW,High
Evening,Merry Christmas Everyone,Anna Bergendahl,High
Evening,"Jul, jul, strålande jul",Linnea Henriksson,Low
Evening,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),Miley Cyrus,Medium
Evening,White Christmas,Michael Bublé,Medium
Evening,Jesus of Suburbia,Green Day,High
Evening,I'd Do Anything,Simple Plan,Medium
Evening,Feeling Myself,23,Medium
Evening,Wide Awake,Katy Perry,Medium
Evening,I Miss You,blink-182,High
Morning,Face Down,The Red Jumpsuit Apparatus,High
Morning,What's My Age Again?,blink-182,Medium
Afternoon,Tic Tac Toe,Simeon,Medium
Afternoon,Dark Side,Blind Channel,High
Afternoon,Welcome to the Black Parade,My Chemical Romance,Low
Afternoon,Teenagers,My Chemical Romance,Medium
Afternoon,I'll Be Loving You (Forever),New Kids On The Block,Medium
Evening,Tic Tac Toe,Simeon,Medium
Evening,Watermelon Sugar,Harry Styles,Medium
Evening,I'm Alive,Céline Dion,Low
Evening,Halo,Beyoncé,Medium
Evening,Up In The Air,Thirty Seconds To Mars,Low
Evening,Hurricane,Thirty Seconds To Mars,Medium
Evening,Stuck,Thirty Seconds To Mars,High
Evening,Edge Of The Earth,Thirty Seconds To Mars,High
Evening,Steal My Girl,One Direction,High
Evening,Something I Need,OneRepublic,Medium
Evening,Grace Kelly,MIKA,Medium
Evening,Summer Of '69,Bryan Adams,High
Evening,When We Stand Together,Nickelback,High
Evening,Alone,Heart,Medium
Night,I'll Be Around (feat. Timbaland) - Club Mix,CeeLo Green,Medium
Night,I'll Be Home,Meghan Trainor,Low
Night,To Love Somebody,Benjamin Ingrosso,Low
Night,Mockingbird,Eminem,High
Night,Stay,Rihanna,Low
Night,When You're Here,Albin Lee Meldau,Low
Night,Feeling Myself,23,Medium
Night,Complicated,Miss Li,Low
Evening,Stay,Rihanna,Low
Night,Eternity,Tchami,Medium
Night,Shoot to Thrill,AC/DC,High
Night,Zombie,Bad Wolves,High
Night,Famous Last Words,My Chemical Romance,High
Night,X,Miss Li,High
Night,Chemical,Post Malone,High
Morning,To Love Somebody,Benjamin Ingrosso,Low
Morning,Feeling Myself,23,Medium
Morning,Mockingbird,Eminem,High
Morning,American Town,Ed Sheeran,Medium
Morning,Easy On Me,Adele,Medium
Morning,Ghost,Justin Bieber,High
Morning,Flowers,Miley Cyrus,High
Morning,Stay,Rihanna,Low
Morning,The Nights,Avicii,High
Morning,Chemical,Post Malone,High
Morning,Shallow,Lady Gaga,High
Morning,When You're Here,Albin Lee Meldau,Low
Morning,Cruel Summer,Taylor Swift,Medium
Morning,Yellow,Coldplay,Medium
Morning,On My Love,Zara Larsson,High
Afternoon,Easy On Me,Adele,Medium
Afternoon,On My Love,Zara Larsson,High
Afternoon,Ghost,Justin Bieber,High
Afternoon,Shallow,Lady Gaga,High
Afternoon,Chemical,Post Malone,High
Afternoon,Mockingbird,Eminem,High
Afternoon,The Nights,Avicii,High
Morning,Heaven Is A Place On Earth,Belinda Carlisle,Medium
Morning,Queen of the Night - Radio Edit,Whitney Houston,Medium
Afternoon,Queen of the Night - Radio Edit,Whitney Houston,Medium
Evening,Eternal Flame,The Bangles,Medium
Evening,We've Got Tonight,Kenny Rogers,Low
Morning,Famous Last Words,My Chemical Romance,High
Afternoon,To Love Somebody,Benjamin Ingrosso,Low
Afternoon,When You're Here,Albin Lee Meldau,Low
Afternoon,Bulletproof,Dotter,Medium
Afternoon,Strangers,Kenya Grace,High
Afternoon,Snooze,SZA,Medium
Afternoon,Don't Start Now,Dua Lipa,Medium
Afternoon,Safe And Sound,Capital Cities,Low
Afternoon,All Night,The Vamps,High
Afternoon,I Don't Want to Be,Gavin DeGraw,Low
Afternoon,(I Just) Died In Your Arms,Cutting Crew,Medium
Afternoon,Flashing Lights,Kanye West,Medium
Afternoon,True Believer,E-Type,Medium
Afternoon,When I Was Your Man,Bruno Mars,High
Evening,Chunky,Bruno Mars,Medium
Evening,Dark Side,Blind Channel,High
Evening,Knockin' On Heaven's Door,Guns N' Roses,Medium
Evening,Broken,Seether,High
Evening,Holiday,Green Day,Medium
Evening,Bad Company,Five Finger Death Punch,High
Evening,Everywhere I Go,Hollywood Undead,High
Evening,Blank Space,I Prevail,Medium
Evening,I Lay My Love on You - Remix,Westlife,Medium
Evening,Heaven,Bryan Adams,High
Evening,Sk8er Boi,Avril Lavigne,High
Morning,Paint The Town Red,Doja Cat,High
Morning,Water,Tyla,Medium
Morning,Feather,Sabrina Carpenter,Medium
Morning,Don't Lie,Black Eyed Peas,Medium
Morning,Human,The Killers,High
Morning,Malibu,Miley Cyrus,High
Morning,Ironic - 2015 Remaster,Alanis Morissette,Medium
Morning,Eyes Closed,Ed Sheeran,Medium
Morning,Before You,Benson Boone,Low
Morning,Edge Of The Earth,Thirty Seconds To Mars,High
Morning,Stay,Thirty Seconds To Mars,Low
Morning,Grace Kelly,MIKA,Medium
