time_of_day,track_name,artist_name
Evening,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth
Evening,Water Under the Bridge,Adele
Evening,You're Beautiful,James Blunt
Evening,How Long Will I Love You,Ellie Goulding
Evening,i'm so tired...,Lauv
Evening,Peer Pressure,James Bay
Evening,You and I,LÉON
Evening,I Swear,All-4-One
Evening,Too Good At Goodbyes,Sam Smith
Evening,With Or Without You,U2
Evening,Mirrors,Justin Timberlake
Evening,Lose You To Love Me,Selena Gomez
Evening,Beautiful People (feat. Khalid),Ed Sheeran
Evening,It's Gotta Be You,Isaiah Firebrace
Evening,Anyone,Justin Bieber
Evening,Señorita,Shawn Mendes
Evening,Say Something,A Great Big World
Evening,Wasn't Expecting That,Jamie Lawson
Night,You Are The Reason - Duet Version,Calum Scott
Night,"If Not With You, For You",Chris Kläfford
Night,Photograph,Ed Sheeran
Night,Skinny Love,Birdy
Night,Ruin My Life,Zara Larsson
Night,Stay With Me,Sam Smith
Night,All I Want,Kodaline
Night,I'm Yours,Jason Mraz
Night,Lay By Me,Ruben
Night,Kiss Me,Sixpence None The Richer
Night,I Can't Fall in Love Without You,Zara Larsson
Night,Kiss from a Rose,Seal
Night,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth
Night,Before You Go,Lewis Capaldi
Night,Say Love,James TW
Night,Falling,Harry Styles
Night,I'm Coming,Tove Lo
Night,Wherever You Will Go,The Calling
Night,Hello,Adele
Night,Water Under the Bridge,Adele
Morning,Jag kommer,Veronica Maggio
Morning,BUBBEL PÅ BALKONGEN,Elov & Beny
Morning,Alla vill (feat. estraden),A36
Morning,Sörbäckenkartellen,Bröderna Öhman
Morning,Astronaut - Spotify Singles,Bolaget
Morning,För Dig,Klaudy
Morning,Välkommen ner,Bolaget
Morning,Feite Damer (The Broject),Øsen
Morning,FOREVIG (med TIX),Fjellrev
Morning,SOLDAT - RMX,VC Barre
Morning,What's In It For Me,Amy Diamond
Morning,Trädgården en fredag,Veronica Maggio
Morning,Jeg vil ha (Parlamentet),Fjellrev
Morning,Lullaby,R3HAB
Morning,Fuckboy,Martine Lunde
Morning,Wakanda - WARRIORS Remix,Dimitri Vegas & Like Mike
Morning,Phat Brahms - Radio Edit,Steve Aoki
Morning,Patser Bounce,Dimitri Vegas & Like Mike
Morning,He's a Pirate - Hans Zimmer vs Dimitri Vegas & Like Mike / Bonus Track,Dimitri Vegas & Like Mike
Morning,Fuego,Dimitri Vegas & Like Mike
Morning,Generation X,Dimitri Vegas & Like Mike
Morning,Arcade Mammoth,Dimitri Vegas & Like Mike
Morning,Kärlek Vid Sista Ögonkastet,Maskinen
Morning,Häng med på party,Magnus Uggla
Morning,Höjer Våra Glas,De Vet Du
Morning,Min mor sa till mej,Orup
Afternoon,Min mor sa till mej,Orup
Afternoon,The Kids Aren't Alright,The Offspring
Afternoon,Symphony (feat. Zara Larsson),Clean Bandit
Afternoon,Fix You,Coldplay
Afternoon,she's all i wanna be,Tate McRae
Afternoon,Vår tid är förlorad,Simon Forslund
Afternoon,Om jag somnar,Victor Leksell
Afternoon,Daughters,Moa Lignell
Afternoon,day i die,Alexander Stewart
Afternoon,Unstoppable,Sia
Afternoon,I'll Never Love Again - Extended Version,Lady Gaga
Afternoon,Always,blink-182
Afternoon,We Are The World,U.S.A. For Africa
Evening,Push The Button,Sugababes
Evening,Another Night,Gabry Ponte
Evening,Beautiful Trauma,P!nk
Evening,Let You Love Me,Rita Ora
Evening,no tears left to cry,Ariana Grande
Evening,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5
Evening,Socker,kent
Evening,Andromeda,kent
Evening,Terapi,kent
Night,Break My Heart,Dua Lipa
Morning,Break My Heart,Dua Lipa
Morning,Vår tid är förlorad,Simon Forslund
Morning,Daughters,Moa Lignell
Morning,Om jag somnar,Victor Leksell
Morning,Stockholm,lovad
Morning,day i die,Alexander Stewart
Morning,I'll Never Love Again - Extended Version,Lady Gaga
Morning,Burn,USHER
Afternoon,Terapi,kent
Afternoon,Vill ha dig,Freestyle
Afternoon,Hedda & Mie,Hjorterud Allé
Afternoon,Kärleken är evig,Lena Philipsson
Afternoon,know that you're not alone,Cat Burns
Afternoon,One More Day - Nicky Romero Remix,AFROJACK
Afternoon,Love Me or Leave Me,Little Mix
Afternoon,No More Sad Songs (feat. Machine Gun Kelly),Little Mix
Afternoon,I Can't Fall in Love Without You,Zara Larsson
Afternoon,Always,Gavin James
Afternoon,What A Time (feat. Niall Horan),Julia Michaels
Afternoon,Too Much To Ask,Niall Horan
Afternoon,Hello,Adele
Afternoon,Say You Won't Let Go,James Arthur
Afternoon,I GUESS I'M IN LOVE,Clinton Kane
Evening,"Fire On Fire - From ""Watership Down""",Sam Smith
Evening,Dancing With A Stranger (with Normani),Sam Smith
Evening,When I Was Your Man,Bruno Mars
Evening,I'm Yours,Jason Mraz
Evening,I'm Coming,Tove Lo
Evening,Thinking out Loud,Ed Sheeran
Evening,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion
Evening,When We Were Young,Adele
Evening,This I Promise You,*NSYNC
Evening,New Light,John Mayer
Evening,Lost Without You,Freya Ridings
Evening,Space For Two,Mr. Probz
Evening,Austin (Boots Stop Workin'),Dasha
Evening,If I Ain't Got You,Alicia Keys
Evening,Secret Love Song (feat. Jason Derulo),Little Mix
Evening,You Make It Real,James Morrison
Evening,Collide - Acoustic Version,Howie Day
Evening,How Do You Sleep?,Sam Smith
Evening,Passport Home,JP Cooper
Evening,Say Love,James TW
Evening,Happier,Ed Sheeran
Evening,Bubbly,Colbie Caillat
Evening,Make You Mine,Madison Beer
Evening,Fall So Hard,Christopher
Evening,This Can't Be Love,Victor Crone
Evening,Love on the Weekend,John Mayer
Evening,Slow Dance (feat. Ava Max),AJ Mitchell
Evening,I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,Michael Jackson
Evening,Rain On Me (with Ariana Grande),Lady Gaga
Afternoon,Water Under the Bridge,Adele
Afternoon,Hurt Somebody,Noah Kahan
Afternoon,7 Minutes,Dean Lewis
Afternoon,The Man Who Can't Be Moved,The Script
Afternoon,Falling,Harry Styles
Afternoon,Marry Me,Train
Afternoon,Superman (It's Not Easy),Five For Fighting
Afternoon,I'm Yours,Jason Mraz
Afternoon,"10,000 Hours (with Justin Bieber)",Dan + Shay
Afternoon,Somewhere Only We Know,Keane
Afternoon,Home,Good Neighbours
Afternoon,You Say,Lauren Daigle
Afternoon,I Don't Care (with Justin Bieber),Ed Sheeran
Afternoon,Stay Awake,Dean Lewis
Afternoon,Angels,Robbie Williams
Afternoon,Stay With Me,Sam Smith
Afternoon,Kiss from a Rose,Seal
Afternoon,"Fire On Fire - From ""Watership Down""",Sam Smith
Afternoon,I Knew I Loved You,Savage Garden
Afternoon,I'll Wait,Kygo
Afternoon,Thinking out Loud,Ed Sheeran
Afternoon,There's No Way (feat. Julia Michaels),Lauv
Afternoon,Wild Enough,Elina
Afternoon,When We Were Young,Adele
Afternoon,Stay,Zedd
Afternoon,Don't Call Me Up,Mabel
Afternoon,Landmines,Sum 41
Evening,Dilemma,Green Day
Evening,Fake As Hell (with Avril Lavigne),All Time Low
Evening,Seasons,Thirty Seconds To Mars
Evening,Happier (feat. Oli Sykes of Bring Me The Horizon),YUNGBLUD
Evening,Already Over,Mike Shinoda
Evening,Rise Up,Sum 41
Evening,The American Dream Is Killing Me,Green Day
Evening,S’old,Taking Back Sunday
Evening,DArkSide,Bring Me The Horizon
Evening,Friendly Fire,Linkin Park
Evening,World On Fire,Thirty Seconds To Mars
Evening,Dumbstruck Dumbf**k,Neck Deep
Evening,One Eyed Bastard,Green Day
Evening,Waiting On A Twist Of Fate,Sum 41
Evening,I Was Alive,Beartooth
Evening,BREATHING UNDERWATER,Hot Milk
Evening,Avalanche,Thirty Seconds To Mars
Evening,"Look Ma, No Brains!",Green Day
Evening,It Won’t Be Like This Forever,Neck Deep
Evening,"Blood, Hair, And Eyeballs",Alkaline Trio
Evening,Iconic (feat. Jax),Simple Plan
Evening,We Didn’t Start The Fire (Bonus Track),Fall Out Boy
Evening,CUT ME OFF,blink-182
Evening,Bobby Sox,Green Day
Evening,Leave a Light On (Talk Away The Dark),Papa Roach
Evening,We Need More Bricks,Neck Deep
Evening,Kool-Aid,Bring Me The Horizon
Evening,Keep Going,Taking Back Sunday
Evening,Stand Up for the Champions,Right Said Fred
Evening,Pong Dance,Vigiland
Evening,When We Stand Together,Nickelback
Evening,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",RedOne
Evening,SLEEP WHEN IM DEAD,Kami Kehoe
Evening,Runaway Train (2022 Remaster),Soul Asylum
Night,Elegi,Lars Winnerbäck
Evening,I Left My Home - Rock Version,Jonathan Michael Fleming
Evening,I Left My Home,The Kiffness
Evening,I Left My Home,Jonathan Michael Fleming
Evening,I Left My Home,Mjhanks
Evening,Drill Sergeant DePalo (I left my home_(To join the army),coach beats
Evening,I Left My Home - Beat remake,Dee_S
Evening,I Left My Home - Killavic Remix,Mjhanks
Evening,"I Left My Home Cypher, Pt. 1",The Marine Rapper
Evening,Long Way Home,Tritonal
Evening,Waterloo,ABBA
Evening,VEM FAN E DU?,Hooja
Evening,RAMexico,RAM
Evening,A Billion Stars Above,RAM
Evening,RAMsterdam - Jorn van Deynhoven Remix,RAM
Evening,For The One You Love,Roger Shah
Evening,RAMelia (Tribute To Amelia),RAM
Evening,NUDELINUDES - MADNEZZ REMIX,Louise Andersson Bodin
Evening,SYRGAS (Till Anna) - J.O.X Remix,LBSB
Evening,JAG VET DU VILL HA MIG,Perra & Berra
Evening,VIVA LA GUNILLA - MADNEZZ SPED UP REMIX,Gunilla Persson
Evening,Ack & Ve,Strög1
Evening,Can't Stop,Red Hot Chili Peppers
Evening,Drops of Jupiter (Tell Me),Train
Evening,As It Was,Harry Styles
Evening,Cold Heart - PNAU Remix,Elton John
Evening,Light Switch,Charlie Puth
Evening,forget me too (feat. Halsey),mgk
Afternoon,I Left My Home,ZIFRIOS
Afternoon,Tattoo - Hardstyle Version,ZIFRIOS
Evening,I Left My Home,ZIFRIOS
Evening,Live To Win,Paul Stanley
Evening,Hello Goodbye,Erik Segerstedt
Evening,Always Running (Black Ops 2 Buried OST),ZIFRIOS
Evening,One Cry (feat. Rosa Linn),Galantis
Evening,This Is What It Feels Like,Armin van Buuren
Evening,Under Control (feat. Hurts),Calvin Harris
Evening,Hall of Fame (feat. will.i.am),The Script
Evening,TiK ToK,Kesha
Evening,Rise Up (feat. Vamero),VINAI
Evening,IQ,Magnus Uggla
Evening,"Ljudet av ett annat hjärta - 7"" Single",Gyllene Tider
Evening,Magaluf,Orup
Evening,Du lever bara en gång,Noice
Evening,Allt som jag ser,Barbados
Evening,Bare min,Morgan Sulele
Evening,Du ringde från Flen,Grönwalls
Evening,Oslagbara!,Niklas Strömstedt
Evening,800 grader,Torgny Melins
Evening,Blame It on Me,George Ezra
Night,Oracle,Timmy Trumpet
Night,Demons,Imagine Dragons
Night,You Need To Calm Down,Taylor Swift
Night,Mon amour,Slimane
Night,The Code,Nemo
Night,Northern Star (Mixed),RAM
Afternoon,I'm Not Okay (I Promise),My Chemical Romance
Afternoon,Dilemma,Green Day
Afternoon,Still Waiting,Sum 41
Afternoon,Untitled (How Could This Happen to Me?),Simple Plan
Afternoon,Lights And Sounds,Yellowcard
Afternoon,Twisted,Hardwell
Afternoon,I Should Have Walked Away,KAAZE
Afternoon,Three Little Birds,Timmy Trumpet
Afternoon,Trubaduren,Magnus Uggla
Afternoon,Sarah,Mauro Scocco
Afternoon,Any Kind Of Life,Lewis Capaldi
Afternoon,Enough Is Enough,Post Malone
Afternoon,A Sky Full of Stars,Coldplay
Afternoon,Runaway Train (2022 Remaster),Soul Asylum
Morning,Sweet but Psycho,Ava Max
Afternoon,Sweet but Psycho,Ava Max
Morning,I Just Called To Say I Love You,Stevie Wonder
Morning,Collide - Acoustic Version,Howie Day
Morning,Secret Love Song (feat. Jason Derulo),Little Mix
Morning,Say Love,James TW
Morning,I'm Coming,Tove Lo
Morning,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith
Morning,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding
Morning,Water Under the Bridge,Adele
Morning,New Light,John Mayer
Morning,Fall So Hard,Christopher
Morning,Before You Go,Lewis Capaldi
Afternoon,One And Only,Adele
Afternoon,Love on the Weekend,John Mayer
Afternoon,Hold My Girl,George Ezra
Afternoon,Just the Way You Are,Bruno Mars
Afternoon,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran
Evening,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran
Evening,Devil's Night,Ghost Stories
Evening,Whole Again,Daði Freyr
Evening,Missing You (ASOT 1111),Gareth Emery
Evening,The Elite,Coone
Evening,Cannonball,Avril Lavigne
Evening,Love It When You Hate Me (feat. blackbear),Avril Lavigne
Evening,Bite Me,Avril Lavigne
Evening,Less Than Zero,The Weeknd
Evening,Bois Lie (feat. Machine Gun Kelly),Avril Lavigne
Evening,Wild & Free (Official Free Festival 2019 Freestyle Anthem) - Radio Edit,The Viper
Evening,Fallen - Edit,Volbeat
Evening,Banan Melon Kiwi & Citron,Hooja
Evening,I Think I'm OKAY (with YUNGBLUD & Travis Barker),mgk
Evening,Legend,Tevvez
Evening,Lost & Found,Roman Messer
Evening,more than life (feat. glaive),mgk
Evening,Stefania (Kalush Orchestra),KALUSH
Evening,SPACE MAN,Sam Ryder
Evening,Brividi,Mahmood
Evening,Leave The Door Open,Bruno Mars
Evening,Divine [Mix Cut] - Original Mix,Selu Vibra
Evening,Squid Play,Blasterjaxx
Evening,Fallen Angel,TIX
Evening,Somebody Loves You,Aly & Fila
Evening,Jag mår bra nu (feat. Newkid),Molly Sandén
Evening,Twice As Far,Doppenberg
Evening,Dancing Skies - Steve Dekay Remix Mixed,C-Systems
Evening,Human,Oscar Zia
Evening,UNO,Little Big
Evening,Beat Of Broken Hearts,Klara Hammarström
Evening,Bailá Bailá,Alvaro Estrella
Evening,The Silence,Frida Green
Evening,Pretender,Lillasyster
Evening,När kallt möter kallt,Stiftelsen
Evening,Flickan på min gata,Benjamin Ingrosso
Evening,Marching (In the Name of Love),Eric Saade
Evening,Forever - Separate But Together,CHVRCHES
Evening,Happiness - Radio Edit,Ezenia
Evening,When I'm with You - Van Der Karsten Remix,Newclaess
Evening,Only Summer Knows - Radio Edit,Susana
Evening,Hold Your Hands up High - Rework,Megara vs DJ Lee
Evening,What A Man Gotta Do,Jonas Brothers
Evening,Behöver inte dig idag,Clara Klingenström
Evening,Best of Me,Efraim Leo
Night,Still Young,Charlotte Perrelli
Night,Voices,Tusse
Night,I Live For That Energy (ASOT 800 Anthem),Armin van Buuren
Night,Beat Of Broken Hearts,Klara Hammarström
Night,Bailá Bailá,Alvaro Estrella
Night,The Silence,Frida Green
Night,Pretender,Lillasyster
Night,Flickan på min gata,Benjamin Ingrosso
Night,Marching (In the Name of Love),Eric Saade
Night,Forever - Separate But Together,CHVRCHES
Night,Happiness - Radio Edit,Ezenia
Night,When I'm with You - Van Der Karsten Remix,Newclaess
Night,Only Summer Knows - Radio Edit,Susana
Night,Hold Your Hands up High - Rework,Megara vs DJ Lee
Night,What A Man Gotta Do,Jonas Brothers
Night,Master,Takida
Night,PO PO PULL UP,Albin Myers
Morning,lonely,mgk
Morning,Stardust - Original Mix,Chris Metcalfe
Morning,Aeon Of Revenge,Andrew Rayel
Morning,PO PO PULL UP,Albin Myers
Morning,Saving Light,Gareth Emery
Morning,The Business,Tiësto
Morning,Someone,Jubël
Morning,1-800-273-8255,Logic
Morning,Silence,Marshmello
Morning,The Man,Taylor Swift
Morning,Svag,Victor Leksell
Morning,Lost Soul,Deniz Koyu
Morning,I Left My Home,ZIFRIOS
Afternoon,Whole Again,Daði Freyr
Afternoon,Missing You (ASOT 1111),Gareth Emery
Afternoon,How To Save A Life (feat. loafers & The High),Timmy Trumpet
Afternoon,The Elite,Coone
Afternoon,Fallen - Edit,Volbeat
Afternoon,Banan Melon Kiwi & Citron,Hooja
Afternoon,I Think I'm OKAY (with YUNGBLUD & Travis Barker),mgk
Afternoon,Candy (feat. Trippie Redd),mgk
Afternoon,Legend,Tevvez
Afternoon,Lost & Found,Roman Messer
Afternoon,more than life (feat. glaive),mgk
Afternoon,Stefania (Kalush Orchestra),KALUSH
Afternoon,SPACE MAN,Sam Ryder
Afternoon,Brividi,Mahmood
Afternoon,As It Was,Harry Styles
Afternoon,Leave The Door Open,Bruno Mars
Afternoon,Smokin Out The Window,Bruno Mars
Afternoon,Live For 2 (ASOT 1055),RAM
Afternoon,Divine [Mix Cut] - Original Mix,Selu Vibra
Afternoon,Bigger Than The Universe,Anders Bagge
Afternoon,Without You,Mariah Carey
Afternoon,Good Life,OneRepublic
Afternoon,If Today Was Your Last Day,Nickelback
Afternoon,Awake and Alive,Skillet
Afternoon,Nothing Else Matters,Metallica
Afternoon,Shoot to Thrill,AC/DC
Afternoon,Just Pretend,Bad Omens
Afternoon,What's The Point,Johnossi
Afternoon,Då står pojkarna på rad,Orup
Afternoon,"Juni, Juli, Augusti",Gyllene Tider
Afternoon,Lighter Than Air,MaRLo
Afternoon,Du lever bara en gång,Noice
Afternoon,Did I Tell You,Jerry Williams
Evening,All Signs Point To Lauderdale,A Day To Remember
Evening,Hey Ya,Timmy Trumpet
Night,Candy (feat. Trippie Redd),mgk
Night,Opa Opa,Antique
Morning,Without You,Mariah Carey
Morning,Austin (Boots Stop Workin'),Dasha
Morning,HONEY (ARE U COMING?),Måneskin
Morning,Give My Heart A Break,Cazzi Opeia
Afternoon,When I Kissed The Teacher,ABBA
Afternoon,"What Is Love - 7"" Mix",Haddaway
Afternoon,Behöver inte dig idag,Clara Klingenström
Afternoon,Jag mår illa,Magnus Uggla
Afternoon,Varje litet ögonkast,Grönwalls
Afternoon,Magaluf,Orup
Afternoon,Vågorna,Uno Svenningsson
Afternoon,Just In Case,Timmy Trumpet
Afternoon,Under Control (feat. Hurts),Calvin Harris
Afternoon,Hero,AFROJACK
Afternoon,Blah Blah Blah,Armin van Buuren
Afternoon,The Boys of Summer,The Ataris
Afternoon,Bite Me,Avril Lavigne
Afternoon,Nobody Said It Was Easy (Mixed),Evil Activities
Afternoon,Nur Geträumt,Blümchen
Afternoon,Fight For Something,Brennan Heart
Afternoon,Darkest Hour (The Clock),D-Block & S-te-Fan
Afternoon,Rave Into Space,Sub Zero Project
Afternoon,Children Of Drums - Headhunterz Remix,Wildstylez
Afternoon,This Is What It Feels Like,Armin van Buuren
Afternoon,Twice As Far,Doppenberg
Afternoon,Barnasinnet,Benjamin Ingrosso
Afternoon,Till dom ensamma,Mauro Scocco
Evening,I'd Do Anything For Love (But I Won't Do That) - Single Edit,Meat Loaf
Evening,I Want It All - Single Version,Queen
Evening,Beds Are Burning - Remastered,Midnight Oil
Evening,It's Raining Men - Single Version,The Weather Girls
Evening,The Story,Brandi Carlile
Evening,X Gon' Give It To Ya - Int'l Bonus track,DMX
Evening,What's The Difference,Dr. Dre
Evening,Run This Town,JAY-Z
Evening,Goodbyes (feat. Young Thug),Post Malone
Evening,I Miss You,blink-182
Evening,Sk8er Boi,Avril Lavigne
Evening,Play,K-391
Evening,Take A Chance On Me,ABBA
Evening,Another Level (ft. Lovespeake),Timmy Trumpet
Evening,What the Hell,Avril Lavigne
Evening,Honey Boy (feat. Nile Rodgers & Shenseea),Purple Disco Machine
Evening,Dance The Night - From Barbie The Album,Dua Lipa
Evening,Before You Go,Lewis Capaldi
Evening,Have You Ever Been In Love,Céline Dion
Evening,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez
Evening,I've Got You Under My Skin - Remastered 1998,Frank Sinatra
Evening,Blue And Sentimental,Oscar Peterson
Evening,Seven Years,Norah Jones
Evening,"Hello, Dolly!",Louis Armstrong
Evening,Your Love Is King,Sade
Evening,Don't Start Now,Dua Lipa
Evening,Move,Hardwell
Evening,Animal (R3HAB VIP Remix),R3HAB
Evening,Skynet,Alex M.O.R.P.H.
Evening,Lose You Tonight - Tungevaag Remix,Brennan Heart
Evening,Little Lion Man,Mumford & Sons
Evening,Oss,RMK & Toppen
Evening,Chasing Cars,Snow Patrol
Evening,She Will Be Loved - Radio Mix,Maroon 5
Evening,Lay By Me,Ruben
Evening,Call Your Girlfriend,Robyn
Evening,S&M,Rihanna
Evening,Lay All Your Love On Me,ABBA
Evening,Nessaja,Scooter
Evening,All By Myself,Alok
Evening,Eternity,Timmy Trumpet
Evening,Peanut Butter Jelly,Galantis
Evening,Say It,Flume
Evening,The Ocean (feat. Shy Martin),Mike Perry
Evening,I Wanna Know,Alesso
Evening,Remind Me to Forget,Kygo
Evening,Up (feat. Demi Lovato),Olly Murs
Evening,Whatever,Kygo
Evening,How Do I Say Goodbye,Dean Lewis
Evening,UNHEALTHY (feat. Shania Twain),Anne-Marie
Evening,Umbrella,Rihanna
Evening,Wild Ones (feat. Sia),Flo Rida
Evening,I Won't Shake (La La Gunilla),Gunilla Persson
Evening,The Woodchuck Song,AronChupa
Evening,Little Talks,Of Monsters and Men
Evening,Bad Reputation,Joan Jett & the Blackhearts
Evening,"Check Yes, Juliet",We The Kings
Evening,Flavor Of The Weak,American Hi-Fi
Evening,Cryin',Aerosmith
Evening,Maria,Blondie
Evening,Maybellene I Hofteholder,Volbeat
Evening,Are You Gonna Be My Girl,Jet
Evening,Shallow,Lady Gaga
Evening,Kisses (feat. bbyclose),BL3SS
Evening,Hotstepper,Trinix
Evening,When I Wake Up,Lucas & Steve
Evening,"Disco Cone (Take It High) [feat. WENZL] - Matway, Sergio Trillini Remix",Enisa
Evening,Dominator,Biscits
Morning,"Fire On Fire - From ""Watership Down""",Sam Smith
Morning,Candle In The Wind - 2018 Version,Ed Sheeran
Morning,I Knew I Loved You,Savage Garden
Morning,Wild Enough,Elina
Morning,Get You The Moon (feat. Snøw),Kina
Morning,She's The One,Robbie Williams
Morning,There You Are,ZAYN
Morning,Nothing Really Matters,Mr. Probz
Morning,It's You,Ali Gatie
Morning,Stay Awake,Dean Lewis
Morning,I Am Falling in Love,Isak Danielson
Morning,July (feat. Leon Bridges),Noah Cyrus
Morning,Fallin' All In You,Shawn Mendes
Morning,Holy (feat. Chance The Rapper),Justin Bieber
Morning,Take Care of You,Ella Henderson
Morning,No Judgement,Niall Horan
Morning,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran
Morning,No One Compares To You,Jack & Jack
Morning,Look What I Found,Lady Gaga
Morning,Feels Like,Gracie Abrams
Morning,Diggin' My Grave,Lady Gaga
Morning,Out Of Time,Bradley Cooper
Morning,Alibi,Bradley Cooper
Morning,Intro,Cast
Morning,Black Eyes,Bradley Cooper
Morning,Fabulous French - Dialogue,Cast
Morning,Somewhere Over The Rainbow - Dialogue,Cast
Morning,La Vie En Rose,Lady Gaga
Morning,I'll Wait For You - Dialogue,Cast
Morning,Trust Me - Dialogue,Cast
Morning,Shallow,Lady Gaga
Morning,"First Stop, Arizona - Dialogue",Cast
Morning,Music To My Eyes,Lady Gaga
Morning,I Love You - Dialogue,Cast
Morning,Always Remember Us This Way,Lady Gaga
Morning,Unbelievable - Dialogue,Cast
Morning,How Do You Hear It? - Dialogue,Cast
Morning,Memphis - Dialogue,Cast
Morning,Heal Me,Lady Gaga
Morning,Twelve Notes - Dialogue,Cast
Afternoon,Parking Lot - Dialogue,Cast
Afternoon,Black Eyes,Bradley Cooper
Afternoon,Fabulous French - Dialogue,Cast
Afternoon,Somewhere Over The Rainbow - Dialogue,Cast
Afternoon,La Vie En Rose,Lady Gaga
Afternoon,I'll Wait For You - Dialogue,Cast
Afternoon,Alibi,Bradley Cooper
Afternoon,Trust Me - Dialogue,Cast
Afternoon,"First Stop, Arizona - Dialogue",Cast
Afternoon,Diggin' My Grave,Lady Gaga
Afternoon,I Love You - Dialogue,Cast
Afternoon,How Do You Hear It? - Dialogue,Cast
Afternoon,Unbelievable - Dialogue,Cast
Afternoon,Look What I Found,Lady Gaga
Afternoon,Memphis - Dialogue,Cast
Afternoon,Heal Me,Lady Gaga
Afternoon,Is That Alright?,Lady Gaga
Afternoon,I Don't Know What Love Is,Lady Gaga
Afternoon,Vows - Dialogue,Cast
Afternoon,Why Did You Do That?,Lady Gaga
Afternoon,Twelve Notes - Dialogue,Cast
Afternoon,Intro,Cast
Afternoon,When You're Looking Like That - Single Remix,Westlife
Afternoon,"La traviata, Act I: Libiamo ne' lieti calici ""Brindisi""",Giuseppe Verdi
Afternoon,"Bellini: Norma, Act 1: ""Casta diva"" (Norma, Coro)",Vincenzo Bellini
Afternoon,"Madama Butterfly, Act II: Un bel dì vedremo",Giacomo Puccini
Afternoon,"Handel: Rinaldo, HWV 7, Act 2: ""Lascia ch'io pianga"" (Almirena)",George Frideric Handel
Afternoon,"L'elisir d'amore / Act 2: ""Una furtiva lagrima...Eccola!""",Gaetano Donizetti
Afternoon,"Il barbiere di Siviglia (the Barber of Seville), Act I: Cavatina. Largo al factotum della citta",Gioachino Rossini
Afternoon,Gianni Schicchi: O mio babbino caro,Giacomo Puccini
Afternoon,"Dido and Aeneas / Act 3: ""Thy Hand Belinda - When I Am Laid In Earth""",Henry Purcell
Afternoon,"Bizet: Carmen, WD 31, Act 1: Habanera. ""L'amour est un oiseau rebelle"" (Carmen, Chœur)",Georges Bizet
Afternoon,"Mozart: Die Zauberflöte, K. 620, Act 2: Queen of the Night Aria. ""Der Hölle Rache kocht in meinem Herzen"" (Königin)",Wolfgang Amadeus Mozart
Afternoon,"Julius Caesar, HWV 17, Act III Scene 1: Flow, my tears (Cleopatra)",George Frideric Handel
Afternoon,"Madama Butterfly, SC 74, Act II: Addio fiorito asil",Giacomo Puccini
Afternoon,"Pagliacci / Act 1: ""Recitar!...Vesti la giubba""",Ruggero Leoncavallo
Afternoon,"Tosca, Act II: Vissi d'arte",Giacomo Puccini
Afternoon,"Don Giovanni, K.527 / Act 1: ""Là ci darem la mano""",Wolfgang Amadeus Mozart
Afternoon,"Rigoletto, Atto III, Canzone: ""La donna è mobile""",Giuseppe Verdi
Afternoon,"Carmen, Act I: Seguidilla. Près des remparts de Séville",Georges Bizet
Afternoon,"Porgy and Bess / Act 1: ""Summertime""",George Gershwin
Afternoon,"La Gioconda, Op. 9: Cielo e mar!",Amilcare Ponchielli
Afternoon,"Eugene Onegin, Op. 24, TH.5 / Act 1: Letter scene. ""Puskai pogilabnu ya, no pryezhde""",Pyotr Ilyich Tchaikovsky
Afternoon,"Tannhäuser, WWV 70, Act II: Dich, teure Halle, grüß ich wieder",Richard Wagner
Afternoon,"La Bohème / Act 1: ""O soave fanciulla""",Giacomo Puccini
Afternoon,"Lakmé / Act 1: ""Viens, Mallika, ... Dôme épais""",Léo Delibes
Afternoon,"Carmen / Act II: Toreador Song: ""Votre toast, je peux vous le rendre"" (from Carmen / Act 2)",Georges Bizet
Afternoon,Houdini,Eminem
Afternoon,Välkommen ner,Bolaget
Afternoon,Slutet av sommarn,Molly Sandén
Afternoon,Hålla mig,Molly Sandén
Afternoon,Espresso,Sabrina Carpenter
Afternoon,VEM FAN E DU?,Hooja
Afternoon,Maraton (feat. Eah Jé),Miss Li
Afternoon,Okej att dö,Miriam Bryant
Afternoon,Welou (Better Days),23
Afternoon,Alla vill (feat. estraden),A36
Afternoon,Belong Together,Mark Ambor
Afternoon,Kite,Benjamin Ingrosso
Afternoon,For Life (feat. Nile Rodgers),Kygo
Afternoon,MILLION DOLLAR BABY,Tommy Richman
Afternoon,SNL - Dialogue,Cast
Morning,When You're Looking Like That - Single Remix,Westlife
Morning,The Tide Is High - Radio Mix,Atomic Kitten
Morning,Incomplete,Backstreet Boys
